,day,description,rooms,m2,bathrooms,price,links
161,2023-12-29,"3-room flat viale Umbria 21, Porta Romana - Medaglie d'Oro, Milan",3,65m²,1,"€ 478,000",https://www.immobiliare.it/en/annunci/107636721/
162,2023-12-29,"3-room flat new, second floor, Porta Romana - Medaglie d'Oro, Milan",3,65m²,1,"€ 478,000",https://www.immobiliare.it/en/annunci/107946877/
163,2023-12-29,"2-room flat via Lazzaro Papi 12, Porta Romana - Medaglie d'Oro, Milan",2,65m²,1,"€ 450,000",https://www.immobiliare.it/en/annunci/105556673/
164,2023-12-29,"2-room flat viale Monte Nero 20, Porta Romana - Medaglie d'Oro, Milan",2,50m²,1,"€ 420,000",https://www.immobiliare.it/en/annunci/104544341/
165,2023-12-29,"Penthouse via San Gerolamo Emiliani, Porta Romana - Medaglie d'Oro, Milan",5,185m²,2,"€ 1,190,000",https://www.immobiliare.it/en/annunci/104444707/
166,2023-12-29,"Penthouse viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",3,80m²,1,"€ 485,000",https://www.immobiliare.it/en/annunci/104385095/
167,2023-12-29,"Apartment via Carlo Botta 36, Porta Romana - Medaglie d'Oro, Milan",5+,280m²,2,"€ 2,100,000",https://www.immobiliare.it/en/annunci/107508699/
168,2023-12-29,"4-room flat good condition, fourth floor, Porta Romana - Medaglie d'Oro, Milan",4,150m²,1,"€ 810,000",https://www.immobiliare.it/en/annunci/105628419/
169,2023-12-29,"Apartment via Serviliano Lattuada 30, Porta Romana - Medaglie d'Oro, Milan",5,155m²,2,"€ 1,180,000",https://www.immobiliare.it/en/annunci/104264163/
170,2023-12-29,"2-room flat via Atto Vannucci 20, Porta Romana - Medaglie d'Oro, Milan",2,62m²,1,"€ 555,000",https://www.immobiliare.it/en/annunci/104171501/
171,2023-12-29,"2-room flat viale Umbria 29, Porta Romana - Medaglie d'Oro, Milan",2,63m²,1,"€ 340,000",https://www.immobiliare.it/en/annunci/104170361/
172,2023-12-29,"4-room flat viale Umbria 15, Porta Romana - Medaglie d'Oro, Milan",4,110m²,1,"€ 786,000",https://www.immobiliare.it/en/annunci/108007947/
173,2023-12-29,"Apartment via Trebbia, Porta Romana - Medaglie d'Oro, Milan",5+,400m²,3+,"€ 2,200,000",https://www.immobiliare.it/en/annunci/103926883/
174,2023-12-29,"Apartment via Serviliano Lattuada 17, Porta Romana - Medaglie d'Oro, Milan",5+,370m²,3+,"€ 3,900,000",https://www.immobiliare.it/en/annunci/103920493/
175,2023-12-29,"3-room flat via Trebbia 5, Porta Romana - Medaglie d'Oro, Milan",3,160m²,1,"€ 950,000",https://www.immobiliare.it/en/annunci/103794250/
176,2023-12-29,"3-room flat via Trebbia 5, Porta Romana - Medaglie d'Oro, Milan",3,250m²,3,"€ 1,580,000",https://www.immobiliare.it/en/annunci/103792794/
177,2023-12-29,"2-room flat via Lodovico Muratori 48, Porta Romana - Medaglie d'Oro, Milan",2,69m²,1,"€ 430,000",https://www.immobiliare.it/en/annunci/103409976/
178,2023-12-29,"Loft, excellent condition, ground floor, Porta Romana - Medaglie d'Oro, Milan",5,250m²,3,"€ 950,000",https://www.immobiliare.it/en/annunci/103418852/
179,2023-12-29,"3-room flat via Friuli 8, Porta Romana - Medaglie d'Oro, Milan",3,110m²,2,"€ 625,000",https://www.immobiliare.it/en/annunci/103357840/
180,2023-12-29,"3-room flat via Adige 12, Porta Romana - Medaglie d'Oro, Milan",3,95m²,1,"€ 565,000",https://www.immobiliare.it/en/annunci/103297428/
181,2023-12-29,"3-room flat viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",3,80m²,2,"€ 289,000",https://www.immobiliare.it/en/annunci/103112120/
182,2023-12-29,"Loft via Adige, Porta Romana - Medaglie d'Oro, Milan",5,203m²,2,"€ 950,000",https://www.immobiliare.it/en/annunci/103113274/
183,2023-12-29,"3-room flat piazzale Medaglie d'Oro, Porta Romana - Medaglie d'Oro, Milan",3,110m²,1,"€ 675,000",https://www.immobiliare.it/en/annunci/102911340/
184,2023-12-29,"4-room flat to be refurbished, fourth floor, Porta Romana - Medaglie d'Oro, Milan",4,145m²,3,"€ 890,000",https://www.immobiliare.it/en/annunci/102320112/
185,2023-12-29,"2-room flat viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",2,55m²,1,"€ 490,000",https://www.immobiliare.it/en/annunci/102091934/
186,2023-12-29,"Single family villa via Tito Livio 2, Lodi - Brenta, Milan",3,155m²,2,"€ 850,000",https://www.immobiliare.it/en/annunci/102056862/
187,2023-12-29,"4-room flat viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",4,140m²,2,"€ 990,000",https://www.immobiliare.it/en/annunci/102037490/
188,2023-12-29,"Building corso Lodi 15, Porta Romana - Medaglie d'Oro, Milan",3,100m²,2,"€ 930,000",https://www.immobiliare.it/en/annunci/101721541/
189,2023-12-29,"3-room flat corso Lodi 15, Porta Romana - Medaglie d'Oro, Milan",3,100m²,2,"€ 930,000",https://www.immobiliare.it/en/annunci/101729369/
190,2023-12-29,"2-room flat via Crema, Porta Romana - Medaglie d'Oro, Milan",2,60m²,1,"€ 400,000",https://www.immobiliare.it/en/annunci/101530873/
191,2023-12-29,"2-room flat via San Gerolamo Emiliani 7, Porta Romana - Medaglie d'Oro, Milan",2,70m²,1,"€ 395,000",https://www.immobiliare.it/en/annunci/101484409/
192,2023-12-29,"Apartment viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",5+,140m²,2,"€ 990,000",https://www.immobiliare.it/en/annunci/101233675/
193,2023-12-29,"Apartment via Atto Vannucci, Porta Romana - Medaglie d'Oro, Milan",5,115m²,3,"€ 790,000",https://www.immobiliare.it/en/annunci/101216263/
194,2023-12-29,"3-room flat via Mantova 7, Porta Romana - Medaglie d'Oro, Milan",3,79m²,1,"€ 450,000",https://www.immobiliare.it/en/annunci/101101371/
195,2023-12-29,"2-room flat via SAN GEROLAMO EMILIANI 12, Porta Romana - Medaglie d'Oro, Milan",2,65m²,1,"€ 425,000",https://www.immobiliare.it/en/annunci/100993447/
196,2023-12-29,"3-room flat via Adige 20, Porta Romana - Medaglie d'Oro, Milan",3,70m²,2,"€ 470,000",https://www.immobiliare.it/en/annunci/100992111/
197,2023-12-29,"3-room flat via Giulio Romano 15, Porta Romana - Medaglie d'Oro, Milan",3,100m²,1,"€ 710,000",https://www.immobiliare.it/en/annunci/100864379/
198,2023-12-29,"Loft via Giuseppe Ripamonti 2, Bocconi, Milan",2,50m²,G,"€ 259,000",https://www.immobiliare.it/en/annunci/100790007/
199,2023-12-29,"3-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",3,95m²,2,"€ 610,000",https://www.immobiliare.it/en/annunci/100562516/
200,2023-12-29,"3-room flat good condition, second floor, Porta Romana - Medaglie d'Oro, Milan",3,90m²,1,"€ 540,000",https://www.immobiliare.it/en/annunci/100427094/
201,2023-12-29,"2-room flat via Lodovico Muratori 15, Porta Romana - Medaglie d'Oro, Milan",2,45m²,1,"€ 299,000",https://www.immobiliare.it/en/annunci/100318012/
202,2023-12-29,"Apartment via Muratori 30, Porta Romana - Medaglie d'Oro, Milan",5,195m²,2,"€ 1,295,000",https://www.immobiliare.it/en/annunci/99554470/
203,2023-12-29,"3-room flat via Giorgio Vasari 19, Porta Romana - Medaglie d'Oro, Milan",3,119m²,2,"€ 949,000",https://www.immobiliare.it/en/annunci/100654879/
204,2023-12-29,"Building via Lazzaro Papi 2, Porta Romana - Medaglie d'Oro, Milan",5+,950m²,3+,"€ 6,500,000",https://www.immobiliare.it/en/annunci/99547482/
205,2023-12-29,"3-room flat viale Angelo Filippetti 28, Porta Romana - Medaglie d'Oro, Milan",3,100m²,1,"€ 650,000",https://www.immobiliare.it/en/annunci/99010862/
206,2023-12-29,"3-room flat via Giuseppe Ripamonti 21, Porta Romana - Medaglie d'Oro, Milan",3,115m²,2,"€ 790,000",https://www.immobiliare.it/en/annunci/99382966/
207,2023-12-29,"3-room flat piazzale Medaglie d'Oro, Porta Romana - Medaglie d'Oro, Milan",3,100m²,1,"€ 680,000",https://www.immobiliare.it/en/annunci/98825122/
208,2023-12-29,"2-room flat via Giulio Romano 15, Porta Romana - Medaglie d'Oro, Milan",2,103m²,2,"€ 470,000",https://www.immobiliare.it/en/annunci/101299277/
209,2023-12-29,"3-room flat via Francesco Burlamacchi 16, Porta Romana - Medaglie d'Oro, Milan",3,77m²,1,"€ 460,000",https://www.immobiliare.it/en/annunci/100297648/
210,2023-12-29,"3-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",3,95m²,2,"€ 610,000",https://www.immobiliare.it/en/annunci/97564580/
211,2023-12-29,"2-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",2,40m²,1,"€ 280,000",https://www.immobiliare.it/en/annunci/97565564/
212,2023-12-29,"2-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",2,45m²,1,"€ 300,000",https://www.immobiliare.it/en/annunci/97564788/
213,2023-12-29,"3-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",3,85m²,2,"€ 570,000",https://www.immobiliare.it/en/annunci/97564864/
214,2023-12-29,"2-room flat Strada della Carità 2, Porta Romana - Medaglie d'Oro, Milan",2,70m²,1,"€ 399,000",https://www.immobiliare.it/en/annunci/97151200/
215,2023-12-29,"2-room flat via Adige 20, Porta Romana - Medaglie d'Oro, Milan",2,50m²,1,"€ 340,000",https://www.immobiliare.it/en/annunci/96513822/
216,2023-12-29,"3-room flat to be refurbished, third floor, Porta Romana - Medaglie d'Oro, Milan",3,90m²,1,"€ 570,000",https://www.immobiliare.it/en/annunci/95248548/
