day,district,description,rooms,m2,bathrooms,price,links,house_id,m2-€
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat piazza Trento 1, Porta Romana - Medaglie d'Oro, Milan",2.0,60.0,1.0,480000.0,https://www.immobiliare.it/en/annunci/106486045/,106486045,8000.0
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Francesco Burlamacchi 11, Porta Romana - Medaglie d'Oro, Milan",3.0,64.0,1.0,388000.0,https://www.immobiliare.it/en/annunci/106687745/,106687745,6062.5
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat piazza Medaglie D'Oro, Porta Romana - Medaglie d'Oro, Milan",4.0,145.0,2.0,990000.0,https://www.immobiliare.it/en/annunci/108610541/,108610541,6827.586206896552
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Giulio Romano/Ripamonti, Bocconi, Milan",3.0,85.0,1.0,620000.0,https://www.immobiliare.it/en/annunci/108610555/,108610555,7294.117647058823
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Monte Nero 5, Porta Romana - Medaglie d'Oro, Milan",3.0,116.0,2.0,780000.0,https://www.immobiliare.it/en/annunci/107621589/,107621589,6724.137931034483
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Umbria 25, Porta Romana - Medaglie d'Oro, Milan",3.0,82.0,1.0,459000.0,https://www.immobiliare.it/en/annunci/106365897/,106365897,5597.5609756097565
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat via Francesco Burlamacchi 11, Porta Romana - Medaglie d'Oro, Milan",4.0,150.0,2.0,1100000.0,https://www.immobiliare.it/en/annunci/106322277/,106322277,7333.333333333333
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Francesco Burlamacchi 6, Porta Romana - Medaglie d'Oro, Milan",2.0,40.0,1.0,350000.0,https://www.immobiliare.it/en/annunci/106197483/,106197483,8750.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Pier Lombardo 5, Porta Romana - Medaglie d'Oro, Milan",2.0,80.0,1.0,475000.0,https://www.immobiliare.it/en/annunci/106148205/,106148205,5937.5
2024-01-13,porta-romana-medaglie-d-oro,"Studio viale Sabotino 8, Porta Romana - Medaglie d'Oro, Milan",1.0,42.0,1.0,390000.0,https://www.immobiliare.it/en/annunci/106120845/,106120845,9285.714285714286
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Sigieri 22, Porta Romana - Medaglie d'Oro, Milan",3.0,70.0,2.0,548000.0,https://www.immobiliare.it/en/annunci/106046493/,106046493,7828.571428571428
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat Strada della Carità 2, Porta Romana - Medaglie d'Oro, Milan",3.0,123.0,2.0,399000.0,https://www.immobiliare.it/en/annunci/106039113/,106039113,3243.9024390243903
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat via Andrea Palladio 10, Porta Romana - Medaglie d'Oro, Milan",4.0,150.0,1.0,810000.0,https://www.immobiliare.it/en/annunci/106033663/,106033663,5400.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Salasco, Bocconi, Milan",2.0,65.0,1.0,525000.0,https://www.immobiliare.it/en/annunci/106041147/,106041147,8076.923076923077
2024-01-13,porta-romana-medaglie-d-oro,"Loft via Serviliano Lattuada 6, Porta Romana - Medaglie d'Oro, Milan",2.0,46.0,1.0,375000.0,https://www.immobiliare.it/en/annunci/105992817/,105992817,8152.173913043478
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Lodovico Muratori 55, Porta Romana - Medaglie d'Oro, Milan",3.0,120.0,1.0,665000.0,https://www.immobiliare.it/en/annunci/105933131/,105933131,5541.666666666667
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat piazza Bruno Buozzi, Porta Romana - Medaglie d'Oro, Milan",3.0,126.0,1.0,840000.0,https://www.immobiliare.it/en/annunci/105908653/,105908653,6666.666666666667
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Monte Nero 10, Porta Romana - Medaglie d'Oro, Milan",3.0,90.0,2.0,768000.0,https://www.immobiliare.it/en/annunci/106871069/,106871069,8533.333333333334
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Angelo Filippetti 26, Porta Romana - Medaglie d'Oro, Milan",3.0,100.0,1.0,589000.0,https://www.immobiliare.it/en/annunci/108528747/,108528747,5890.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Adige 17, Porta Romana - Medaglie d'Oro, Milan",2.0,64.0,1.0,460000.0,https://www.immobiliare.it/en/annunci/107674777/,107674777,7187.5
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",4.0,140.0,2.0,990000.0,https://www.immobiliare.it/en/annunci/108547559/,108547559,7071.428571428572
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat excellent condition, sixth floor, Porta Romana - Medaglie d'Oro, Milan",4.0,190.0,3.0,1950000.0,https://www.immobiliare.it/en/annunci/105811599/,105811599,10263.157894736842
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Francesco Burlamacchi 6, Porta Romana - Medaglie d'Oro, Milan",2.0,40.0,1.0,350000.0,https://www.immobiliare.it/en/annunci/105769393/,105769393,8750.0
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat via Lodovico Muratori, Porta Romana - Medaglie d'Oro, Milan",4.0,104.0,1.0,870000.0,https://www.immobiliare.it/en/annunci/105701087/,105701087,8365.384615384615
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Francesco Burlamacchi 6, Porta Romana - Medaglie d'Oro, Milan",2.0,40.0,1.0,349000.0,https://www.immobiliare.it/en/annunci/105546457/,105546457,8725.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Giuseppe Ripamonti 22, Bocconi, Milan",2.0,40.0,1.0,290000.0,https://www.immobiliare.it/en/annunci/105531125/,105531125,7250.0
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Ludovico Muratori 55, Porta Romana - Medaglie d'Oro, Milan",3.0,120.0,1.0,665000.0,https://www.immobiliare.it/en/annunci/105483165/,105483165,5541.666666666667
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Gerolamo Tiraboschi 6, Porta Romana - Medaglie d'Oro, Milan",3.0,131.0,2.0,550000.0,https://www.immobiliare.it/en/annunci/108493147/,108493147,4198.473282442748
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat via Serviliano Lattuada, Porta Romana - Medaglie d'Oro, Milan",4.0,123.0,2.0,579000.0,https://www.immobiliare.it/en/annunci/106118077/,106118077,4707.317073170731
2024-01-13,porta-romana-medaglie-d-oro,"Attic via Piacenza 8, Porta Romana - Medaglie d'Oro, Milan",4.0,200.0,2.0,498000.0,https://www.immobiliare.it/en/annunci/108197975/,108197975,2490.0
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Lodovico Muratori 48, Porta Romana - Medaglie d'Oro, Milan",3.0,69.0,1.0,430000.0,https://www.immobiliare.it/en/annunci/105080325/,105080325,6231.884057971014
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat viale Emilio Caldara 20, Porta Romana - Medaglie d'Oro, Milan",4.0,140.0,2.0,990000.0,https://www.immobiliare.it/en/annunci/108515857/,108515857,7071.428571428572
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat viale Umbria, Porta Romana - Medaglie d'Oro, Milan",4.0,116.0,2.0,795000.0,https://www.immobiliare.it/en/annunci/104975699/,104975699,6853.448275862069
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat viale Monte Nero, Porta Romana - Medaglie d'Oro, Milan",2.0,60.0,1.0,619000.0,https://www.immobiliare.it/en/annunci/104930815/,104930815,10316.666666666666
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Emilio Caldara 27, Quadronno - Crocetta, Milan",3.0,98.0,1.0,550000.0,https://www.immobiliare.it/en/annunci/104667881/,104667881,5612.244897959184
2024-01-13,porta-romana-medaglie-d-oro,"Studio viale Umbria 9, Porta Romana - Medaglie d'Oro, Milan",1.0,26.0,1.0,180000.0,https://www.immobiliare.it/en/annunci/104686209/,104686209,6923.076923076923
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Umbria 21, Porta Romana - Medaglie d'Oro, Milan",3.0,70.0,1.0,478000.0,https://www.immobiliare.it/en/annunci/104621295/,104621295,6828.571428571428
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Umbria 21, Porta Romana - Medaglie d'Oro, Milan",3.0,65.0,1.0,478000.0,https://www.immobiliare.it/en/annunci/107636721/,107636721,7353.846153846154
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat new, second floor, Porta Romana - Medaglie d'Oro, Milan",3.0,65.0,1.0,478000.0,https://www.immobiliare.it/en/annunci/107946877/,107946877,7353.846153846154
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Lazzaro Papi 12, Porta Romana - Medaglie d'Oro, Milan",2.0,65.0,1.0,450000.0,https://www.immobiliare.it/en/annunci/105556673/,105556673,6923.076923076923
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat viale Monte Nero 20, Porta Romana - Medaglie d'Oro, Milan",2.0,50.0,1.0,420000.0,https://www.immobiliare.it/en/annunci/104544341/,104544341,8400.0
2024-01-13,porta-romana-medaglie-d-oro,"Penthouse via San Gerolamo Emiliani, Porta Romana - Medaglie d'Oro, Milan",5.0,185.0,2.0,1190000.0,https://www.immobiliare.it/en/annunci/104444707/,104444707,6432.4324324324325
2024-01-13,porta-romana-medaglie-d-oro,"Penthouse viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",3.0,80.0,1.0,485000.0,https://www.immobiliare.it/en/annunci/104385095/,104385095,6062.5
2024-01-13,porta-romana-medaglie-d-oro,"Apartment via Carlo Botta 36, Porta Romana - Medaglie d'Oro, Milan",5.0,280.0,2.0,2100000.0,https://www.immobiliare.it/en/annunci/107508699/,107508699,7500.0
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat good condition, fourth floor, Porta Romana - Medaglie d'Oro, Milan",4.0,150.0,1.0,810000.0,https://www.immobiliare.it/en/annunci/105628419/,105628419,5400.0
2024-01-13,porta-romana-medaglie-d-oro,"Apartment via Serviliano Lattuada 30, Porta Romana - Medaglie d'Oro, Milan",5.0,155.0,2.0,1180000.0,https://www.immobiliare.it/en/annunci/104264163/,104264163,7612.903225806452
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Atto Vannucci 20, Porta Romana - Medaglie d'Oro, Milan",2.0,62.0,1.0,555000.0,https://www.immobiliare.it/en/annunci/104171501/,104171501,8951.612903225807
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat viale Umbria 29, Porta Romana - Medaglie d'Oro, Milan",2.0,63.0,1.0,340000.0,https://www.immobiliare.it/en/annunci/104170361/,104170361,5396.825396825397
2024-01-13,porta-romana-medaglie-d-oro,"Apartment via Trebbia, Porta Romana - Medaglie d'Oro, Milan",5.0,400.0,3.0,2200000.0,https://www.immobiliare.it/en/annunci/103926883/,103926883,5500.0
2024-01-13,porta-romana-medaglie-d-oro,"Apartment via Serviliano Lattuada, Porta Romana - Medaglie d'Oro, Milan",5.0,370.0,3.0,3900000.0,https://www.immobiliare.it/en/annunci/103920493/,103920493,10540.54054054054
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Trebbia 5, Porta Romana - Medaglie d'Oro, Milan",3.0,160.0,1.0,950000.0,https://www.immobiliare.it/en/annunci/103794250/,103794250,5937.5
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Trebbia 5, Porta Romana - Medaglie d'Oro, Milan",3.0,250.0,3.0,1580000.0,https://www.immobiliare.it/en/annunci/103792794/,103792794,6320.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Lodovico Muratori 48, Porta Romana - Medaglie d'Oro, Milan",2.0,69.0,1.0,430000.0,https://www.immobiliare.it/en/annunci/103409976/,103409976,6231.884057971014
2024-01-13,porta-romana-medaglie-d-oro,"Loft, excellent condition, ground floor, Porta Romana - Medaglie d'Oro, Milan",5.0,250.0,3.0,950000.0,https://www.immobiliare.it/en/annunci/103418852/,103418852,3800.0
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Friuli 8, Porta Romana - Medaglie d'Oro, Milan",3.0,110.0,2.0,625000.0,https://www.immobiliare.it/en/annunci/103357840/,103357840,5681.818181818182
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Adige 12, Porta Romana - Medaglie d'Oro, Milan",3.0,95.0,1.0,565000.0,https://www.immobiliare.it/en/annunci/103297428/,103297428,5947.368421052632
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",3.0,80.0,2.0,289000.0,https://www.immobiliare.it/en/annunci/103112120/,103112120,3612.5
2024-01-13,porta-romana-medaglie-d-oro,"Loft via Adige, Porta Romana - Medaglie d'Oro, Milan",5.0,203.0,2.0,950000.0,https://www.immobiliare.it/en/annunci/103113274/,103113274,4679.8029556650245
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat piazzale Medaglie d'Oro, Porta Romana - Medaglie d'Oro, Milan",3.0,110.0,1.0,675000.0,https://www.immobiliare.it/en/annunci/102911340/,102911340,6136.363636363636
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat to be refurbished, fourth floor, Porta Romana - Medaglie d'Oro, Milan",4.0,145.0,3.0,890000.0,https://www.immobiliare.it/en/annunci/102320112/,102320112,6137.931034482759
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",2.0,55.0,1.0,490000.0,https://www.immobiliare.it/en/annunci/102091934/,102091934,8909.09090909091
2024-01-13,porta-romana-medaglie-d-oro,"Single family villa via Tito Livio 2, Lodi - Brenta, Milan",3.0,155.0,2.0,850000.0,https://www.immobiliare.it/en/annunci/102056862/,102056862,5483.870967741936
2024-01-13,porta-romana-medaglie-d-oro,"4-room flat viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",4.0,140.0,2.0,990000.0,https://www.immobiliare.it/en/annunci/102037490/,102037490,7071.428571428572
2024-01-13,porta-romana-medaglie-d-oro,"Building corso Lodi 15, Porta Romana - Medaglie d'Oro, Milan",3.0,100.0,2.0,930000.0,https://www.immobiliare.it/en/annunci/101721541/,101721541,9300.0
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat corso Lodi 15, Porta Romana - Medaglie d'Oro, Milan",3.0,100.0,2.0,930000.0,https://www.immobiliare.it/en/annunci/101729369/,101729369,9300.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Crema, Porta Romana - Medaglie d'Oro, Milan",2.0,60.0,1.0,400000.0,https://www.immobiliare.it/en/annunci/101530873/,101530873,6666.666666666667
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via San Gerolamo Emiliani 7, Porta Romana - Medaglie d'Oro, Milan",2.0,70.0,1.0,395000.0,https://www.immobiliare.it/en/annunci/101484409/,101484409,5642.857142857143
2024-01-13,porta-romana-medaglie-d-oro,"Apartment viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",5.0,140.0,2.0,990000.0,https://www.immobiliare.it/en/annunci/101233675/,101233675,7071.428571428572
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Mantova 7, Porta Romana - Medaglie d'Oro, Milan",3.0,79.0,1.0,450000.0,https://www.immobiliare.it/en/annunci/101101371/,101101371,5696.202531645569
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via SAN GEROLAMO EMILIANI 12, Porta Romana - Medaglie d'Oro, Milan",2.0,65.0,1.0,425000.0,https://www.immobiliare.it/en/annunci/100993447/,100993447,6538.461538461538
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Giulio Romano 15, Porta Romana - Medaglie d'Oro, Milan",3.0,100.0,1.0,710000.0,https://www.immobiliare.it/en/annunci/100864379/,100864379,7100.0
2024-01-13,porta-romana-medaglie-d-oro,"Loft via Giuseppe Ripamonti 2, Bocconi, Milan",2.0,50.0,,259000.0,https://www.immobiliare.it/en/annunci/100790007/,100790007,5180.0
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",3.0,95.0,2.0,610000.0,https://www.immobiliare.it/en/annunci/100562516/,100562516,6421.0526315789475
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat good condition, second floor, Porta Romana - Medaglie d'Oro, Milan",3.0,90.0,1.0,540000.0,https://www.immobiliare.it/en/annunci/100427094/,100427094,6000.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Lodovico Muratori 15, Porta Romana - Medaglie d'Oro, Milan",2.0,45.0,1.0,299000.0,https://www.immobiliare.it/en/annunci/100318012/,100318012,6644.444444444444
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Giorgio Vasari 19, Porta Romana - Medaglie d'Oro, Milan",3.0,119.0,2.0,949000.0,https://www.immobiliare.it/en/annunci/100654879/,100654879,7974.789915966387
2024-01-13,porta-romana-medaglie-d-oro,"Building via Lazzaro Papi 2, Porta Romana - Medaglie d'Oro, Milan",5.0,950.0,3.0,6500000.0,https://www.immobiliare.it/en/annunci/99547482/,99547482,6842.105263157895
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Angelo Filippetti 28, Porta Romana - Medaglie d'Oro, Milan",3.0,100.0,1.0,650000.0,https://www.immobiliare.it/en/annunci/99010862/,99010862,6500.0
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat via Giuseppe Ripamonti 21, Porta Romana - Medaglie d'Oro, Milan",3.0,115.0,2.0,790000.0,https://www.immobiliare.it/en/annunci/99382966/,99382966,6869.565217391304
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat piazzale Medaglie d'Oro, Porta Romana - Medaglie d'Oro, Milan",3.0,100.0,1.0,680000.0,https://www.immobiliare.it/en/annunci/98825122/,98825122,6800.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Giulio Romano 15, Porta Romana - Medaglie d'Oro, Milan",2.0,103.0,2.0,470000.0,https://www.immobiliare.it/en/annunci/101299277/,101299277,4563.1067961165045
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",3.0,95.0,2.0,610000.0,https://www.immobiliare.it/en/annunci/97564580/,97564580,6421.0526315789475
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",2.0,40.0,1.0,280000.0,https://www.immobiliare.it/en/annunci/97565564/,97565564,7000.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",2.0,45.0,1.0,300000.0,https://www.immobiliare.it/en/annunci/97564788/,97564788,6666.666666666667
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Isonzo, Porta Romana - Medaglie d'Oro, Milan",3.0,85.0,2.0,570000.0,https://www.immobiliare.it/en/annunci/97564864/,97564864,6705.882352941177
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat Strada della Carità 2, Porta Romana - Medaglie d'Oro, Milan",2.0,70.0,1.0,399000.0,https://www.immobiliare.it/en/annunci/97151200/,97151200,5700.0
2024-01-13,porta-romana-medaglie-d-oro,"2-room flat via Adige 20, Porta Romana - Medaglie d'Oro, Milan",2.0,50.0,1.0,340000.0,https://www.immobiliare.it/en/annunci/96513822/,96513822,6800.0
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat to be refurbished, third floor, Porta Romana - Medaglie d'Oro, Milan",3.0,90.0,1.0,570000.0,https://www.immobiliare.it/en/annunci/95248548/,95248548,6333.333333333333
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Emilio Caldara, Porta Romana - Medaglie d'Oro, Milan",3.0,110.0,1.0,720000.0,https://www.immobiliare.it/en/annunci/94746776/,94746776,6545.454545454545
2024-01-13,porta-romana-medaglie-d-oro,"3-room flat viale Umbria 44, Lodi - Brenta, Milan",3.0,80.0,1.0,475000.0,https://www.immobiliare.it/en/annunci/91544252/,91544252,5937.5
2024-01-13,porta-romana-medaglie-d-oro,"Apartment good condition, seventh floor, Porta Romana - Medaglie d'Oro, Milan",5.0,477.0,3.0,3300000.0,https://www.immobiliare.it/en/annunci/91439978/,91439978,6918.238993710692
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Perugino 9, Cadore, Milan",2.0,45.0,1.0,375000.0,https://www.immobiliare.it/en/annunci/108577089/,108577089,8333.333333333334
2024-01-13,porta-romana-cadore-montenero,"Penthouse via Cadore, Cadore, Milan",5.0,196.0,2.0,1980000.0,https://www.immobiliare.it/en/annunci/108583821/,108583821,10102.040816326531
2024-01-13,porta-romana-cadore-montenero,"3-room flat via Comelico, Cadore, Milan",3.0,95.0,1.0,595000.0,https://www.immobiliare.it/en/annunci/108565733/,108565733,6263.1578947368425
2024-01-13,porta-romana-cadore-montenero,"Apartment via Friuli, 51, Cadore, Milan",5.0,190.0,3.0,1280000.0,https://www.immobiliare.it/en/annunci/108583513/,108583513,6736.8421052631575
2024-01-13,porta-romana-cadore-montenero,"Penthouse via Cadore, Cadore, Milan",5.0,260.0,3.0,1980000.0,https://www.immobiliare.it/en/annunci/108510937/,108510937,7615.384615384615
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Angelo Maj 25, Cadore, Milan",2.0,57.0,1.0,300000.0,https://www.immobiliare.it/en/annunci/108522185/,108522185,5263.1578947368425
2024-01-13,porta-romana-cadore-montenero,"2-room flat viale Monte Nero 56, Montenero, Milan",2.0,40.0,1.0,440000.0,https://www.immobiliare.it/en/annunci/108513243/,108513243,11000.0
2024-01-13,porta-romana-cadore-montenero,"Penthouse viale Cirene 15, Cadore, Milan",3.0,120.0,2.0,849000.0,https://www.immobiliare.it/en/annunci/108482741/,108482741,7075.0
2024-01-13,porta-romana-cadore-montenero,"Studio via Antonio Fogazzaro 8, Montenero, Milan",1.0,25.0,1.0,260000.0,https://www.immobiliare.it/en/annunci/108494793/,108494793,10400.0
2024-01-13,porta-romana-cadore-montenero,"3-room flat good condition, third floor, Cadore, Milan",3.0,126.0,2.0,870000.0,https://www.immobiliare.it/en/annunci/108480417/,108480417,6904.761904761905
2024-01-13,porta-romana-cadore-montenero,"3-room flat via Friuli, Cadore, Milan",3.0,120.0,1.0,825000.0,https://www.immobiliare.it/en/annunci/108477463/,108477463,6875.0
2024-01-13,porta-romana-cadore-montenero,"3-room flat via Simone D Orsenigo, Cadore, Milan",3.0,95.0,2.0,775000.0,https://www.immobiliare.it/en/annunci/108477349/,108477349,8157.894736842105
2024-01-13,porta-romana-cadore-montenero,"3-room flat via Cadore, Cadore, Milan",3.0,100.0,1.0,745000.0,https://www.immobiliare.it/en/annunci/108477909/,108477909,7450.0
2024-01-13,porta-romana-cadore-montenero,"3-room flat via Simone D Orsenigo, Cadore, Milan",3.0,95.0,1.0,776000.0,https://www.immobiliare.it/en/annunci/108477983/,108477983,8168.421052631579
2024-01-13,porta-romana-cadore-montenero,"3-room flat via Cadore, Cadore, Milan",3.0,100.0,1.0,830000.0,https://www.immobiliare.it/en/annunci/108478003/,108478003,8300.0
2024-01-13,porta-romana-cadore-montenero,"3-room flat via Spartaco, Cadore, Milan",3.0,90.0,1.0,748000.0,https://www.immobiliare.it/en/annunci/108477515/,108477515,8311.111111111111
2024-01-13,porta-romana-cadore-montenero,"4-room flat via Friuli 51, Cadore, Milan",4.0,140.0,2.0,1040000.0,https://www.immobiliare.it/en/annunci/108430669/,108430669,7428.571428571428
2024-01-13,porta-romana-cadore-montenero,"Studio viale Umbria, Martini - Insubria, Milan",1.0,70.0,1.0,420000.0,https://www.immobiliare.it/en/annunci/108418933/,108418933,6000.0
2024-01-13,porta-romana-cadore-montenero,"Apartment viale Montenero, Montenero, Milan",5.0,285.0,2.0,2140000.0,https://www.immobiliare.it/en/annunci/108400041/,108400041,7508.771929824561
2024-01-13,porta-romana-cadore-montenero,"2-room flat viale Umbria 64, Martini - Insubria, Milan",2.0,50.0,1.0,325000.0,https://www.immobiliare.it/en/annunci/108349979/,108349979,6500.0
2024-01-13,porta-romana-cadore-montenero,"Loft viale Umbria, Martini - Insubria, Milan",1.0,60.0,1.0,290000.0,https://www.immobiliare.it/en/annunci/108610557/,108610557,4833.333333333333
2024-01-13,porta-romana-cadore-montenero,"2-room flat viale Umbria 58, Martini - Insubria, Milan",2.0,42.0,1.0,310000.0,https://www.immobiliare.it/en/annunci/108316261/,108316261,7380.952380952381
2024-01-13,porta-romana-cadore-montenero,"2-room flat viale Umbria 64, Martini - Insubria, Milan",2.0,61.0,1.0,272000.0,https://www.immobiliare.it/en/annunci/108276083/,108276083,4459.016393442623
2024-01-13,porta-romana-cadore-montenero,"Apartment via Maestri Campionesi, 15, Cadore, Milan",5.0,190.0,3.0,2100000.0,https://www.immobiliare.it/en/annunci/108282709/,108282709,11052.631578947368
2024-01-13,porta-romana-cadore-montenero,"3-room flat viale Monte Nero, Montenero, Milan",3.0,90.0,1.0,530000.0,https://www.immobiliare.it/en/annunci/108430853/,108430853,5888.888888888889
2024-01-13,porta-romana-cadore-montenero,"Studio via Cadore 30, Cadore, Milan",1.0,18.0,1.0,290000.0,https://www.immobiliare.it/en/annunci/108258827/,108258827,16111.111111111111
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Perugino, Cadore, Milan",2.0,40.0,1.0,375000.0,https://www.immobiliare.it/en/annunci/108250303/,108250303,9375.0
2024-01-13,porta-romana-cadore-montenero,"3-room flat via Amatore Antonio Sciesa, Montenero, Milan",3.0,90.0,1.0,549000.0,https://www.immobiliare.it/en/annunci/108254627/,108254627,6100.0
2024-01-13,porta-romana-cadore-montenero,"2-room flat viale Monte Nero 50, Montenero, Milan",2.0,50.0,1.0,375000.0,https://www.immobiliare.it/en/annunci/108233895/,108233895,7500.0
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Carlo Foldi 6, Cadore, Milan",2.0,64.0,1.0,480000.0,https://www.immobiliare.it/en/annunci/108230739/,108230739,7500.0
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Morosini, Montenero, Milan",2.0,81.0,1.0,590000.0,https://www.immobiliare.it/en/annunci/108215535/,108215535,7283.950617283951
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Morosini, Montenero, Milan",2.0,81.0,1.0,590000.0,https://www.immobiliare.it/en/annunci/108417663/,108417663,7283.950617283951
2024-01-13,porta-romana-cadore-montenero,"2-room flat viale Umbria, Martini - Insubria, Milan",2.0,60.0,1.0,310000.0,https://www.immobiliare.it/en/annunci/108425497/,108425497,5166.666666666667
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Perugino 20, Cadore, Milan",2.0,40.0,1.0,278000.0,https://www.immobiliare.it/en/annunci/108105077/,108105077,6950.0
2024-01-13,porta-romana-cadore-montenero,"4-room flat via Friuli 45, Cadore, Milan",4.0,155.0,3.0,1250000.0,https://www.immobiliare.it/en/annunci/108487457/,108487457,8064.5161290322585
2024-01-13,porta-romana-cadore-montenero,"Studio viale Umbria 60, Martini - Insubria, Milan",1.0,25.0,1.0,229000.0,https://www.immobiliare.it/en/annunci/108073693/,108073693,9160.0
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Cadore 22, Cadore, Milan",2.0,69.0,1.0,439000.0,https://www.immobiliare.it/en/annunci/108031643/,108031643,6362.31884057971
2024-01-13,porta-romana-cadore-montenero,"Apartment via Presolana 8, Montenero, Milan",5.0,155.0,3.0,1350000.0,https://www.immobiliare.it/en/annunci/108050027/,108050027,8709.677419354839
2024-01-13,porta-romana-cadore-montenero,"2-room flat via Clusone, 3, Montenero, Milan",2.0,54.0,1.0,350000.0,https://www.immobiliare.it/en/annunci/108050535/,108050535,6481.481481481482
